firstName,lastName,schoolName,imageUrl,playerUrl
Guymike,Paraison,Molloy University,https://molloylions.com/images/2025/10/2/Guymike_Paraison_PH70C.png?width=146,https://molloylions.com/sports/mens-track-and-field/roster/guymike-paraison/7739
Isam,Banajah,Bowie State University,https://bsubulldogs.com/images/2023/12/9/Isam_B.jpg?width=300,https://bsubulldogs.com/sports/mens-track-and-field/roster/isam-banajah/8144
Kevin,Marcus,Westminster College (Pennsylvania),https://athletics.westminster.edu/images/2025/8/26/kevin-marcus-25-fb-hs.jpg?width=300,https://athletics.westminster.edu/sports/football/roster/kevin-marcus/13693
Nathan,Patterson,University of Central Oklahoma,https://bronchosports.com/images/2025/11/21/PATTERSON_NATHAN.JPG?width=300,https://bronchosports.com/sports/baseball/roster/nathan-patterson/12259
Taelen,Laird,Emporia State University,https://esuhornets.com/images/2025/8/5/Laird__Taelen.JPG?width=300,https://esuhornets.com/sports/football/roster/taelen-laird/6746
Andrew,Wright,Southwestern Christian University,https://scueagles.com/images/2025/10/6/AndrewWright.jpg?width=146,https://scueagles.com/sports/mens-basketball/roster/andrew-wright/5664
Aubrey,Eaton,University of Portland,https://portlandpilots.com/images/2025/9/3/Eaton_Aubrey_25.png?width=300,https://portlandpilots.com/sports/womens-track-and-field/roster/aubrey-eaton/9532
Matthews,Rocha,Western Connecticut State University,https://westconnathletics.com/images/2025/8/29/Matthew_Rocha.jpg?width=300,https://westconnathletics.com/sports/mens-soccer/roster/matthews-rocha/6472
Juni,Rodriguez,Mt. San Jacinto College,https://msjcathletics.com/sports/bsb/2024-25/bios/MSJCHST-001400668.png?max_width=600&max_height=800,https://msjcathletics.com/sports/bsb/2024-25/bios/rodriguez_juni_qvkx
Jason,Davis,Culver-Stockton College,https://cscwildcats.com/sports/fball/2025-26/photos/0001/Jason_Davis.jpg?max_width=510&max_height=600,https://cscwildcats.com/sports/fball/2025-26/bios/davis_jason_qkad
Avion,Phillips,Baker University,https://bakerwildcats.com/sports/fball/2025-26/bios/Avion_Phillips_-_Web.jpg?max_width=510&max_height=600,https://bakerwildcats.com/sports/fball/2025-26/bios/phillips_avion_t4t8
Jeremiah,Johnson,Virginia Commonwealth University,https://vcuathletics.com/images/2025/10/14/Johnson-Jeremiah.png?width=300,https://vcuathletics.com/sports/mens-track-and-field/roster/jeremiah-johnson/6725
Anthony,Feltrinelli,Valparaiso University,https://valpoathletics.com/images/2025/8/13/Anthony_Feltrinelli.jpg?width=300,https://valpoathletics.com/sports/football/roster/anthony-feltrinelli/10493
Aaron,Young,Austin Peay State University,https://letsgopeay.com/images/2025/7/31/Young_Aaron_APSU25.jpg?width=300,https://letsgopeay.com/sports/football/roster/aaron-young/11337
Jeremi,Lara,Brewton-Parker College,https://bpcuathletics.com/images/2025/1/30/baseballlara.jpg?width=300,https://bpcuathletics.com/sports/baseball/roster/jeremi-lara/5267
Eric,Rivera,Ventura College,https://vcweplayhard.com/sports/fball/2025-26/bios/21-Eric-Rivera.JPG?max_width=510&max_height=600,https://vcweplayhard.com/sports/fball/2025-26/bios/rivera_eric_kjm7
Devin,Garcia,Lycoming College,https://lycomingathletics.com/images/2025/9/2/2025_fb_headshots_edited_garcia_200_9610.jpg?width=300,https://lycomingathletics.com/sports/football/roster/devin-garcia/23623
Braxton,Bartz,Bryant University,https://bryantbulldogs.com/images/2025/7/29/Bartz-08492_-_Cropped.png?width=300,https://bryantbulldogs.com/sports/football/roster/braxton-bartz/18240
Trevor,Bywater,Allen University,https://auyellowjackets.com/images/2025/8/22/32TrevorBywaterHeadshots.png.png?width=300,https://auyellowjackets.com/sports/football/roster/trevor-bywater/2140
Dreshaun,Johnson,Grand Valley State University,https://gvsulakers.com/images/2025/8/4/Johnson__Dreshaun.jpg?width=146,https://gvsulakers.com/sports/football/roster/dreshaun-johnson/17407
Brody,Morrison,Tusculum University,https://www.tusculumpioneers.com/images/setup/headshot_default.jpg?max_width=600&max_height=800,https://www.tusculumpioneers.com/sports/mvball/2025-26/bios/morrison_brody_75dv
Jacob,Mullis,Loyola University New Orleans,https://loyolawolfpack.com/images/2025/9/2/Jacob_Mullis_UShEm.jpg?width=300,https://loyolawolfpack.com/sports/mens-cross-country/roster/jacob-mullis/4450
Jamilia,Duffus,University of Alaska Anchorage,https://goseawolves.com/images/2025/8/26/DuffusJamilia-UAAGYM26_copy.jpg?width=300,https://goseawolves.com/sports/womens-gymnastics/roster/jamilia-duffus/7591
Marie,Smith,Centenary College (Louisiana),https://www.gocentenary.com/sports/wsoc/2025-26/bios/2025_IMG_8986.jpg?max_width=510&max_height=600,https://www.gocentenary.com/sports/wsoc/2025-26/bios/smith_marie_h5bt
Adam,Agyemang,Knox College,https://prairiefire.knox.edu/images/2025/9/3/Agyemang_Adam_25_SD.jpg?width=300,https://prairiefire.knox.edu/sports/football/roster/adam-agyemang/8020
Noah,Fichter,Midway University,https://gomidwayeagles.com/images/2025/1/28/Fichter_Noah_086-0055A--Edit.jpg?width=300,https://gomidwayeagles.com/sports/mens-volleyball/roster/noah-fichter/5865
Emma,Eckert,Penn State Fayette,https://www.psfathletics.com/sports/wvball/2025-26/photos/DSC04942-1-.jpg?max_width=510&max_height=600,https://www.psfathletics.com/sports/wvball/2025-26/bios/eckert_emma_nc2v
Audrey,Taylor,Northern Arizona University,https://nauathletics.com/images/2025/10/24/Taylor-HS-2526.png?width=300,https://nauathletics.com/sports/womens-basketball/roster/audrey-taylor/7433
Maryn,Jordan,Howard University,https://hubison.com/images/2025/1/29/Maryn-Jordan.jpg?width=300,https://hubison.com/sports/softball/roster/maryn-jordan/9255
Erin,Ha,Yale University,https://d3mojdi32uv7q.cloudfront.net/images/2025/8/26/Erin_Ha_K5M9s.jpg?width=300,https://yalebulldogs.com/sports/womens-tennis/roster/erin-ha/21663
Nayo,Lear,University of Dayton,https://daytonflyers.com/images/2025/10/15/Lear_head_shot_25-26_bqBoL.jpg?width=300,https://daytonflyers.com/sports/womens-basketball/roster/nayo-lear/15454
Jackson,Contreras,Carthage College,https://athletics.carthage.edu/images/2025/10/21/Jackson_Contreras.jpg?width=300,https://athletics.carthage.edu/sports/mens-soccer/roster/jackson-contreras/16828
Jude,Carlton,Youngstown State University,https://ysusports.com/images/2025/9/18/Swim_HS_Cropped_Carlton_Jude_1_copy.jpg?width=146,https://ysusports.com/sports/swim/roster/jude-carlton/8168
Malik,Blunt,Southeastern University,https://fire.seu.edu/images/2025/10/31/MalikBlunt.jpg?width=300,https://fire.seu.edu/sports/mens-track-field/roster/malik-blunt/7093
Kylan,Wallace,Missouri Valley College,https://valleywillroll.com/sports/fball/2025-26/photos/35.jpg?max_width=510&max_height=600,https://valleywillroll.com/sports/fball/2025-26/bios/wallace_kylan_spui
Kierstin,Ashby,New Jersey Institute of Technology,https://njithighlanders.com/images/2025/11/20/Kierstin_Ashby.jpg?width=300,https://njithighlanders.com/sports/womens-track-and-field/roster/kierstin-ashby/9217
Alyssa,Cadavid,Radford University,https://radfordathletics.com/images/2025/7/22/Cadavid__Alyssa_020A4422-Crop.jpg?width=146,https://radfordathletics.com/sports/womens-volleyball/roster/alyssa-cadavid/9206
Blake,Allen,Robert Morris University,https://rmucolonials.com/images/2025/8/29/40.Allen.jpg?width=146,https://rmucolonials.com/sports/football/roster/blake-allen/10317
Addi,Sebren,Portland State University,https://goviks.com/images/2025/8/13/20250804-DSC00047-2.jpg?width=300,https://goviks.com/sports/womens-soccer/roster/addi-sebren/6634
Elena,Kossler,St. Mary's University (Texas),https://rattlerathletics.com/images/2025/8/18/Kossler_Elena_25WS.jpg?width=100,https://rattlerathletics.com/sports/womens-soccer/roster/elena-kossler/4165
Justus,Haseley,North Idaho College,https://nicathletics.com/sports/mbkb/2025-26/photos/0002/Justice.jpg?max_width=510&max_height=600,https://nicathletics.com/sports/mbkb/2025-26/bios/haseley_justus_3qlt
Cheyanne,Whitfield,"California State University, Monterey Bay",https://otterathletics.com/images/2025/11/6/Website___Roster_whitfield-cheyanne_-wbb-cd-101725-141.jpg?width=300,https://otterathletics.com/sports/womens-basketball/roster/cheyanne-whitfield/6302
Chandler,Donaway,Texas A&M University-Commerce,https://lionathletics.com/images/2025/8/13/56_DONAWAY_Chandler.jpg?width=146,https://lionathletics.com/sports/football/roster/chandler-donaway/6784
Alejandro,Jacome,Wichita State University,https://goshockers.com/images/2025/9/9/Jacome_Alejandro.png?width=300,https://goshockers.com/sports/mens-tennis/roster/alejandro-jacome/9707
Mason,Kleinsmith,Roosevelt University,https://rooseveltlakers.com/images/2025/9/25/Mason_Kleinsmith_25-26.JPG?width=300,https://rooseveltlakers.com/sports/mens-basketball/roster/mason-kleinsmith/5085
Mia,Cheatham,Talladega College,https://talladegatornadoes.com/images/2025/10/8/Mia_Cheatham.jpg?width=300,https://talladegatornadoes.com/sports/womens-basketball/roster/mia-cheatham/2433
Julia,Walaszek,Joliet Junior College,https://jjcwolves.com/images/2025/8/28/2_-_nalaszek__julia.jpg?width=300,https://jjcwolves.com/sports/womens-volleyball/roster/julia-walaszek/2456
Jazmyn,Wajd,Howard University,https://hubison.com/images/2025/1/2/Wajd_Jazmyn.jpg?width=300,https://hubison.com/sports/womens-track-and-field/roster/jazmyn-wajd/9360
Saylor,Wharff,Ohio University,https://ohiobobcats.com/images/2025/9/13/Saylor_Wharff.JPG?width=300,https://ohiobobcats.com/sports/wgolf/roster/saylor-wharff/5766
Majesty,Lewis,Concordia University Chicago,https://www.cucougars.com/images/2025/1/29/Wyzdom_Gary_Updated.jpg?width=40,https://www.cucougars.com/sports/stunt/roster/majesty-lewis/10271
Ava,Rajala,Liberty University,https://images.sidearmdev.com/resize?url=https%3A%2F%2Fdxbhsrqyrr690.cloudfront.net%2Fsidearm.nextgen.sites%2Flibertyuni.sidearmsports.com%2Fimages%2F2024%2F5%2F24%2F20240404_0303MD.jpg&height=300&type=webp,https://libertyflames.com/sports/womens-lacrosse/roster/ava-rajala/16337
Isabel,Seifert,University of Richmond,https://images.sidearmdev.com/resize?url=https%3A%2F%2Fdxbhsrqyrr690.cloudfront.net%2Fsidearm.nextgen.sites%2Frichmond.sidearmsports.com%2Fimages%2F2025%2F9%2F16%2FIMG_0302.jpg&height=300&type=webp,https://richmondspiders.com/sports/womens-soccer/roster/isabel-seifert/7745
Mitchel,Szymczak,University of Akron,https://ss-dummy-data.s3.us-east-1.amazonaws.com/images/person-default.png,https://gozips.com/sports/baseball/roster/mitchel-szymczak/9866
McKinnon,Howard,Troy University,https://images.sidearmdev.com/crop?url=https%3A%2F%2Fdxbhsrqyrr690.cloudfront.net%2Fsidearm.nextgen.sites%2Ftroytrojans.com%2Fimages%2F2025%2F8%2F12%2FHoward_McKinnon_2026_Headshot.png&width=100&height=100&type=webp,https://troytrojans.com/sports/softball/roster/mckinnon-howard/11764
Jayden,Anderson,Concordia University Wisconsin,https://cuwfalcons.com/images/2026/1/8/Anderson__J..JPG?width=300,https://cuwfalcons.com/sports/wrestling/roster/jayden-anderson/13686
Michael,Boucher,Winthrop University,https://images.sidearmdev.com/convert?url=https%3a%2f%2fdxbhsrqyrr690.cloudfront.net%2fsidearm.nextgen.sites%2fwinthropeagles.com%2fimages%2f2025%2f3%2f13%2fMichael_Boucher-2.jpg&type=webp,https://winthropeagles.com/sports/mens-track-and-field/roster/michael-boucher/7955
Cody,Templeton,Stephen F. Austin State University,https://images.sidearmdev.com/crop?url=https%3A%2F%2Fdxbhsrqyrr690.cloudfront.net%2Fsidearm.nextgen.sites%2Fsfajacks.com%2Fimages%2F2025%2F10%2F14%2FCody_Templeton_YPQiN.jpg&width=180&height=270&type=webp,https://sfajacks.com/sports/baseball/roster/cody-templeton/7836
Juliana,Lupercio,University of Missouri-Kansas City,https://images.sidearmdev.com/crop?url=https%3A%2F%2Fdxbhsrqyrr690.cloudfront.net%2Fsidearm.nextgen.sites%2Fumkckangaroos.com%2Fimages%2F2025%2F10%2F21%2FJulianna_Lupercio.jpg&width=180&height=270&type=webp,https://kcroos.com/sports/track-and-field/roster/juliana-lupercio/5001
Ella,Luegge,Central Michigan University,https://images.sidearmdev.com/crop?url=https%3A%2F%2Fdxbhsrqyrr690.cloudfront.net%2Fsidearm.nextgen.sites%2Fcmuchippewas.com%2Fimages%2F2025%2F9%2F9%2Fluegge_ella_sb_JPR_3463.jpg&width=180&height=270&type=webp,https://cmuchippewas.com/sports/softball/roster/ella-luegge/6906
Andy,Yang,California Baptist University,https://images.sidearmdev.com/resize?url=https%3A%2F%2Fdxbhsrqyrr690.cloudfront.net%2Fsidearm.nextgen.sites%2Fcalbaptist.sidearmsports.com%2Fimages%2F2025%2F2%2F4%2FDSC04681.jpg&height=300&type=webp,https://cbulancers.com/sports/mens-golf/roster/andy-yang/10935
Molly,Cravens,Stephen F. Austin State University,https://images.sidearmdev.com/crop?url=https%3A%2F%2Fdxbhsrqyrr690.cloudfront.net%2Fsidearm.nextgen.sites%2Fsfajacks.com%2Fimages%2F2025%2F8%2F6%2FMolly_Cravens_Cropped.png&width=180&height=270&type=webp,https://sfajacks.com/sports/womens-volleyball/roster/molly-cravens/7606
Hailey,Holtz,Iowa State University,https://images.sidearmdev.com/resize?url=https%3A%2F%2Fdxbhsrqyrr690.cloudfront.net%2Fsidearm.nextgen.sites%2Fisuni.sidearmsports.com%2Fimages%2F2025%2F9%2F22%2FHailey_Holtz_20250920_SB_KCC_019_xSQ0j.jpg&height=300&type=webp,https://cyclones.com/sports/softball/roster/hailey-holtz/13945
Lucas,Shaver,Lander University,https://landerbearcats.com/images/2025/2/6/Max_Porterfield_Headshot.png?width=40,https://landerbearcats.com/sports/mens-lacrosse/roster/lucas-shaver/9143
Brayden,Evans,Lamar University,https://lamarcardinals.com/images/2026/1/6/_26_Brayden_Evans.jpg?width=300,https://lamarcardinals.com/sports/baseball/roster/brayden-evans/27136
Nathan,Natoli,Bucknell University,https://images.sidearmdev.com/crop?url=https%3A%2F%2Fdxbhsrqyrr690.cloudfront.net%2Fsidearm.nextgen.sites%2Fbucknellbison.com%2Fimages%2F2025%2F8%2F19%2FNatoli_Nathan__1__rD818.jpg&width=100&height=100&type=webp,https://bucknellbison.com/sports/football/roster/nathan-natoli/12300
Jade,Reese,Winthrop University,https://images.sidearmdev.com/convert?url=https%3a%2f%2fdxbhsrqyrr690.cloudfront.net%2fsidearm.nextgen.sites%2fwinthropeagles.com%2fimages%2f2025%2f3%2f28%2fJade_Reese_1.jpg&type=webp,https://winthropeagles.com/sports/womens-track-and-field/roster/jade-reese/7989
Abbey,Debevec,Kent State University,https://images.sidearmdev.com/crop?url=https%3A%2F%2Fdxbhsrqyrr690.cloudfront.net%2Fsidearm.nextgen.sites%2Fkentstatesports.com%2Fimages%2F2025%2F8%2F4%2F18_Abbey_Debevec.JPG&width=180&height=270&type=webp,https://kentstatesports.com/sports/womens-volleyball/roster/abbey-debevec/15123
TJ,Williams,Eastern Michigan University,https://images.sidearmdev.com/crop?url=https%3A%2F%2Fdxbhsrqyrr690.cloudfront.net%2Fsidearm.nextgen.sites%2Femueagles.com%2Fimages%2F2025%2F12%2F2%2F2_TJ__Williams.png&width=180&height=270&type=webp,https://emueagles.com/sports/baseball/roster/tj-williams/17363
Saul,Rios,Bowling Green State University,https://images.sidearmdev.com/resize?url=https%3A%2F%2Fdxbhsrqyrr690.cloudfront.net%2Fsidearm.nextgen.sites%2Fbgsufalcons.com%2Fimages%2F2025%2F10%2F3%2FRios_Saul_5150_092025DrakeHarlett.jpg&height=300&type=webp,https://bgsufalcons.com/sports/mens-soccer/roster/saul-rios/19453
Fabian,Ramirez,Lamar University,https://lamarcardinals.com/images/2026/1/6/_32_Fabian_Ramirez.jpg?width=300,https://lamarcardinals.com/sports/baseball/roster/fabian-ramirez/27140
Matthew,Thissell,Davidson College,https://images.sidearmdev.com/crop?url=https%3A%2F%2Fdxbhsrqyrr690.cloudfront.net%2Fsidearm.nextgen.sites%2Fdavidsonwildcats.com%2Fimages%2F2025%2F8%2F26%2F13-Matthew_Thissell.jpg&width=180&height=270&type=webp,https://davidsonwildcats.com/sports/mens-soccer/roster/matthew-thissell/11227
Matthew,Scott,Lamar University,https://lamarcardinals.com/images/2026/1/6/_40_Matthew_Scott.jpg?width=300,https://lamarcardinals.com/sports/baseball/roster/matthew-scott/27146
Kyanna,Creecy,Stephen F. Austin State University,https://images.sidearmdev.com/crop?url=https%3A%2F%2Fdxbhsrqyrr690.cloudfront.net%2Fsidearm.nextgen.sites%2Fsfajacks.com%2Fimages%2F2025%2F8%2F6%2FKyanna_Creecy_Cropped.png&width=180&height=270&type=webp,https://sfajacks.com/sports/womens-volleyball/roster/kyanna-creecy/7607
Peyton,Stevenson,Rice University,https://images.sidearmdev.com/resize?url=https%3A%2F%2Fdxbhsrqyrr690.cloudfront.net%2Fsidearm.nextgen.sites%2Friceowls.com%2Fimages%2F2025%2F9%2F28%2FRICE_092725ca-35.jpg&height=300&type=webp,https://riceowls.com/sports/football/roster/peyton-stevenson/10244
William,Kemper,University of Indianapolis,https://athletics.uindy.edu/images/2025/2/6/Adams__Bryson.jpg?width=40,https://athletics.uindy.edu/sports/track-and-field/roster/william-kemper/16045
Clarens,Dollin,University of Washington,https://images.sidearmdev.com/crop?url=https%3A%2F%2Fdxbhsrqyrr690.cloudfront.net%2Fsidearm.nextgen.sites%2Fwashington.sidearmsports.com%2Fimages%2F2025%2F8%2F8%2F8_-Dollin_-Clarens_UW_MSOC_Headshots-73.png&width=100&height=100&type=webp,https://gohuskies.com/sports/mens-soccer/roster/clarens-dollin/17119
Jason,Harris,Ball State University,https://images.sidearmdev.com/crop?url=https%3A%2F%2Fdxbhsrqyrr690.cloudfront.net%2Fsidearm.nextgen.sites%2Fbsu.sidearmsports.com%2Fimages%2F2025%2F10%2F27%2FHarris__Jason.png&width=180&height=270&type=webp,https://ballstatesports.com/sports/mens-volleyball/roster/jason-harris/13118
Preston,Zumwalt,University of Toledo,https://images.sidearmdev.com/crop?url=https%3A%2F%2Fdxbhsrqyrr690.cloudfront.net%2Fsidearm.nextgen.sites%2Futrockets.com%2Fimages%2F2025%2F12%2F15%2FPreston_Zumwalt_cropped.jpg&width=100&height=100&type=webp,https://utrockets.com/sports/baseball/roster/preston-zumwalt/10276
Pablo,Lesarri,Stephen F. Austin State University,https://images.sidearmdev.com/crop?url=https%3A%2F%2Fdxbhsrqyrr690.cloudfront.net%2Fsidearm.nextgen.sites%2Fsfajacks.com%2Fimages%2F2025%2F10%2F10%2Fpalmisano_cxc_mediaday-277_0Q1Uh.jpg&width=180&height=270&type=webp,https://sfajacks.com/sports/mens-cross-country/roster/pablo-lesarri/7691
Kenny,Pierpoint,University of Washington,https://images.sidearmdev.com/crop?url=https%3A%2F%2Fdxbhsrqyrr690.cloudfront.net%2Fsidearm.nextgen.sites%2Fwashington.sidearmsports.com%2Fimages%2F2025%2F8%2F8%2F00_-Pierpoint_-Kenny_UW_MSOC_Headshots-33.png&width=100&height=100&type=webp,https://gohuskies.com/sports/mens-soccer/roster/kenny-pierpoint/17118
Jarett,Sabol,University of Southern California,https://images.sidearmdev.com/crop?url=https%3A%2F%2Fdxbhsrqyrr690.cloudfront.net%2Fsidearm.nextgen.sites%2Fusctrojans.com%2Fimages%2F2025%2F12%2F17%2FSabol__Jarett.jpg&width=180&height=270&type=webp,https://usctrojans.com/sports/baseball/roster/jarett-sabol/18011
Tinley,Lucas,Grand Canyon University,https://images.sidearmdev.com/crop?url=https%3A%2F%2Fdxbhsrqyrr690.cloudfront.net%2Fsidearm.nextgen.sites%2Fgculopes.com%2Fimages%2F2025%2F1%2F23%2FLucas25HS.png&width=100&height=100&type=webp,https://gculopes.com/sports/softball/roster/tinley-lucas/14321
Jamir,Ford,University of Northern Colorado,https://ss-dummy-data.s3.us-east-1.amazonaws.com/images/person-default.png,https://uncbears.com/sports/football/roster/jamir-ford/12078
Rilyn,Rintoul,Kansas State University,https://images.sidearmdev.com/crop?url=https%3A%2F%2Fdxbhsrqyrr690.cloudfront.net%2Fsidearm.nextgen.sites%2Fkstate.sidearmsports.com%2Fimages%2F2025%2F7%2F10%2FRintoul_Rilyn_6_web.png&width=100&height=100&type=webp,https://www.kstatesports.com/sports/womens-soccer/roster/rilyn-rintoul/12947
Tyah,Charlton,University of Georgia,https://images.sidearmdev.com/crop?url=https%3A%2F%2Fdxbhsrqyrr690.cloudfront.net%2Fsidearm.nextgen.sites%2Fgeorgiadogs.com%2Fimages%2F2025%2F9%2F30%2FCharlton__Tyah_XSv6I.png&width=180&height=270&type=webp,https://georgiadogs.com/sports/softball/roster/tyah-charlton/9858
Murphy,Brooks,University of Louisiana at Lafayette,https://images.sidearmdev.com/resize?url=https%3A%2F%2Fdxbhsrqyrr690.cloudfront.net%2Fsidearm.nextgen.sites%2Fragincajuns.com%2Fimages%2F2024%2F6%2F24%2F224_BSB___Texas_A_M__NCAA_Regional__20240602_A2_86NG4.jpg&height=300&type=webp,https://ragincajuns.com/sports/baseball/roster/murphy-brooks/10327
Ava,Carroll,University of Washington,https://images.sidearmdev.com/crop?url=https%3A%2F%2Fdxbhsrqyrr690.cloudfront.net%2Fsidearm.nextgen.sites%2Fwashington.sidearmsports.com%2Fimages%2F2025%2F9%2F30%2FAva_Carroll.jpg&width=100&height=100&type=webp,https://gohuskies.com/sports/softball/roster/ava-carroll/17302
Jenna,Gober,University of Toledo,https://images.sidearmdev.com/crop?url=https%3A%2F%2Fdxbhsrqyrr690.cloudfront.net%2Fsidearm.nextgen.sites%2Futrockets.com%2Fimages%2F2025%2F11%2F4%2FGober_c0OR5.JPG&width=100&height=100&type=webp,https://utrockets.com/sports/softball/roster/jenna-gober/10388
Blane,Cleaver,Bowling Green State University,https://images.sidearmdev.com/resize?url=https%3A%2F%2Fdxbhsrqyrr690.cloudfront.net%2Fsidearm.nextgen.sites%2Fbgsufalcons.com%2Fimages%2F2025%2F6%2F4%2F20240921_vsTexasA_M_188.jpg&height=300&type=webp,https://bgsufalcons.com/sports/football/roster/blane-cleaver/19346
Macy,Walters,University of Akron,https://images.sidearmdev.com/crop?url=https%3A%2F%2Fdxbhsrqyrr690.cloudfront.net%2Fsidearm.nextgen.sites%2Fakron.sidearmsports.com%2Fimages%2F2025%2F1%2F6%2F99_Macy_Walters_HS_2025_WEB.jpg&width=180&height=270&type=webp,https://gozips.com/sports/softball/roster/macy-walters/9971
Sarah,Gordon,University of Georgia,https://images.sidearmdev.com/crop?url=https%3A%2F%2Fdxbhsrqyrr690.cloudfront.net%2Fsidearm.nextgen.sites%2Fgeorgiadogs.com%2Fimages%2F2025%2F9%2F30%2FGordon__w0ZIq.png&width=180&height=270&type=webp,https://georgiadogs.com/sports/softball/roster/sarah-gordon/9862
