firstName,lastName,schoolId,clubId,sport,campaign,imageUrl1,videoUrl1,thumbnailUrl1,instagramPermalink1,mediaType1,imageUrl2,videoUrl2,thumbnailUrl2,instagramPermalink2,mediaType2,imageUrl3,videoUrl3,thumbnailUrl3,instagramPermalink3,mediaType3
Kyle,Durham,6494c953e689be73b73cc47f,64de4b79f2934e6039bfd243,Men's Soccer,Complete Partnership,,https://production-nilclub-infra-sto-uploadsbucketc4b27cc7-gju0hr4jkzsi.s3.us-east-1.amazonaws.com/brands/68f27f88dec9a4d884d3cc4c/brand-deals/6940ab2db1b5bacae82de3d8/1766374871991-9h6ptxi19b.mp4,https://production-nilclub-infra-sto-uploadsbucketc4b27cc7-gju0hr4jkzsi.s3.us-east-1.amazonaws.com/brands/68f27f88dec9a4d884d3cc4c/brand-deals/6940ab2db1b5bacae82de3d8/1766374871993-p96r1nyk4lo.jpg,https://www.instagram.com/reel/DSdq6NMAV_c/,ig_reel,,,,,,,,,,
Elo,Okpah,6494c950e689be73b73cc464,646393c8e2103372e743e2d6,Women's Track and Field,IG Story,https://production-nilclub-infra-sto-uploadsbucketc4b27cc7-gju0hr4jkzsi.s3.us-east-1.amazonaws.com/brands/68f27f88dec9a4d884d3cc4c/brand-deals/694830dca630d563ba4c77c1/1767740757685-k6r22it2r.jpg,,,https://www.instagram.com/stories/lightspeed569/3804389742008490422,ig_story,,,,,,,,,,
Audrey,Abel,6494c8e1e689be73b73cc06e,64de4a01f2934e6039bf3128,Women's Soccer,IG Story,https://production-nilclub-infra-sto-uploadsbucketc4b27cc7-gju0hr4jkzsi.s3.us-east-1.amazonaws.com/brands/68f27f88dec9a4d884d3cc4c/brand-deals/694830dca630d563ba4c77c1/1767987722535-1imefc60w1e.jpg,,,https://www.instagram.com/stories/audrey.abel7/3806476873036194603,ig_story,,,,,,,,,,
Justin,Gutierrez,6494c920e689be73b73cc2b5,693c4e355c694880838001dd,Cricket,IG Story,https://production-nilclub-infra-sto-uploadsbucketc4b27cc7-gju0hr4jkzsi.s3.us-east-1.amazonaws.com/brands/68f27f88dec9a4d884d3cc4c/brand-deals/694830dca630d563ba4c77c1/1767842008475-jalrxkb5cgl.jpg,,,https://www.instagram.com/stories/jusjustinpt2/3805254284791810924,ig_story,https://production-nilclub-infra-sto-uploadsbucketc4b27cc7-gju0hr4jkzsi.s3.us-east-1.amazonaws.com/brands/68f27f88dec9a4d884d3cc4c/brand-deals/694830dca630d563ba4c77c1/1767890873735-62te54oatoa.jpg,,,https://www.instagram.com/stories/jusjustinpt2/3805664477581480822,ig_story,,,,,
Tramiya,Batts,64dbac034c76cde499cefede,64de4c47f2934e6039c01d23,Women's Basketball,Complete Partnership,,https://production-nilclub-infra-sto-uploadsbucketc4b27cc7-gju0hr4jkzsi.s3.us-east-1.amazonaws.com/brands/68f27f88dec9a4d884d3cc4c/brand-deals/6940ab2db1b5bacae82de3d8/1766012740988-4gd9wo11n4w.mp4,https://production-nilclub-infra-sto-uploadsbucketc4b27cc7-gju0hr4jkzsi.s3.us-east-1.amazonaws.com/brands/68f27f88dec9a4d884d3cc4c/brand-deals/6940ab2db1b5bacae82de3d8/1766012740989-qebypfkbrqq.jpg,https://www.instagram.com/reel/DSV74GND69Z/,ig_reel,,https://production-nilclub-infra-sto-uploadsbucketc4b27cc7-gju0hr4jkzsi.s3.us-east-1.amazonaws.com/brands/68f27f88dec9a4d884d3cc4c/brand-deals/6940ab2db1b5bacae82de3d8/1766012741454-4k94xsatey2.mp4,https://production-nilclub-infra-sto-uploadsbucketc4b27cc7-gju0hr4jkzsi.s3.us-east-1.amazonaws.com/brands/68f27f88dec9a4d884d3cc4c/brand-deals/6940ab2db1b5bacae82de3d8/1766012741454-7w6gv018y0h.jpg,https://www.instagram.com/stories/itzz_miyaaaa/3789208002055188062,ig_story,,,,,
Dequan,Thompson,6494c969e689be73b73cc549,6488e1a5f4e4c09d5efc1c90,Men's Track and Field,IG Story,https://production-nilclub-infra-sto-uploadsbucketc4b27cc7-gju0hr4jkzsi.s3.us-east-1.amazonaws.com/brands/68f27f88dec9a4d884d3cc4c/brand-deals/694830dca630d563ba4c77c1/1767654337569-cskj1fcmo06.jpg,,,https://www.instagram.com/stories/quan2ravv/3803679734114903931,ig_story,,,,,,,,,,
Julian,Bush,6494c955e689be73b73cc491,649c8dfac7eef36108fc22f1,Football,IG Story,https://production-nilclub-infra-sto-uploadsbucketc4b27cc7-gju0hr4jkzsi.s3.us-east-1.amazonaws.com/brands/68f27f88dec9a4d884d3cc4c/brand-deals/694830dca630d563ba4c77c1/1767638090612-md3w8xf9vbe.jpg,,,https://www.instagram.com/stories/jujuthawall/3803543548633964028,ig_story,https://production-nilclub-infra-sto-uploadsbucketc4b27cc7-gju0hr4jkzsi.s3.us-east-1.amazonaws.com/brands/68f27f88dec9a4d884d3cc4c/brand-deals/694830dca630d563ba4c77c1/1767649819839-igkkol1w4h8.jpg,,,https://www.instagram.com/stories/jujuthawall/3803641587428098386,ig_story,,,,,
Spencer,Cox,6494c90ce689be73b73cc1fe,64de4a2af2934e6039bf445d,Baseball,IG Story,,https://production-nilclub-infra-sto-uploadsbucketc4b27cc7-gju0hr4jkzsi.s3.us-east-1.amazonaws.com/brands/68f27f88dec9a4d884d3cc4c/brand-deals/694830dca630d563ba4c77c1/1767738935314-nhjmj79p1up.mp4,https://production-nilclub-infra-sto-uploadsbucketc4b27cc7-gju0hr4jkzsi.s3.us-east-1.amazonaws.com/brands/68f27f88dec9a4d884d3cc4c/brand-deals/694830dca630d563ba4c77c1/1767738935314-bsp2tvmck8o.jpg,https://www.instagram.com/stories/spencer._cox2/3804389791895558638,ig_story,,,,,,,,,,
Michael,Barretto,6494c90ce689be73b73cc200,64de4a44f2934e6039bf4ef1,Men's Wrestling,IG Story,https://production-nilclub-infra-sto-uploadsbucketc4b27cc7-gju0hr4jkzsi.s3.us-east-1.amazonaws.com/brands/68f27f88dec9a4d884d3cc4c/brand-deals/694830dca630d563ba4c77c1/1767760802248-yayvrtw1yj9.jpg,,,https://www.instagram.com/stories/mike_s_b15/3804573245694148471,ig_story,,,,,,,,,,
Nolan,Litkowiec,6494c904e689be73b73cc1b5,64de49b2f2934e6039bf0cf6,Baseball,IG Story,,https://production-nilclub-infra-sto-uploadsbucketc4b27cc7-gju0hr4jkzsi.s3.us-east-1.amazonaws.com/brands/68f27f88dec9a4d884d3cc4c/brand-deals/694830dca630d563ba4c77c1/1767820748808-c65usmsbcpi.mp4,https://production-nilclub-infra-sto-uploadsbucketc4b27cc7-gju0hr4jkzsi.s3.us-east-1.amazonaws.com/brands/68f27f88dec9a4d884d3cc4c/brand-deals/694830dca630d563ba4c77c1/1767820748809-lhhp5hrpwu.jpg,https://www.instagram.com/stories/nolan.lit/3805076072992709730,ig_story,,https://production-nilclub-infra-sto-uploadsbucketc4b27cc7-gju0hr4jkzsi.s3.us-east-1.amazonaws.com/brands/68f27f88dec9a4d884d3cc4c/brand-deals/694830dca630d563ba4c77c1/1767930318606-si1g3b97cv.mp4,https://production-nilclub-infra-sto-uploadsbucketc4b27cc7-gju0hr4jkzsi.s3.us-east-1.amazonaws.com/brands/68f27f88dec9a4d884d3cc4c/brand-deals/694830dca630d563ba4c77c1/1767930318607-odxlesvx8yo.jpg,https://www.instagram.com/stories/nolan.lit/3805860707984889383,ig_story,,,,,
Imran,Okedeyi,6494c8fbe689be73b73cc164,649cd1c058dc49cccd7cc576,Football,IG Story,https://production-nilclub-infra-sto-uploadsbucketc4b27cc7-gju0hr4jkzsi.s3.us-east-1.amazonaws.com/brands/68f27f88dec9a4d884d3cc4c/brand-deals/694830dca630d563ba4c77c1/1767825491853-qftf44u909f.jpg,,,https://www.instagram.com/stories/lmran0kedeyi/3805115615363918492,ig_story,,,,,,,,,,
Sania,Dearing,6494c916e689be73b73cc256,64de4a6af2934e6039bf600e,Women's Soccer,IG Story,https://production-nilclub-infra-sto-uploadsbucketc4b27cc7-gju0hr4jkzsi.s3.us-east-1.amazonaws.com/brands/68f27f88dec9a4d884d3cc4c/brand-deals/694830dca630d563ba4c77c1/1767818871811-9z9e5jnps6.jpg,,,https://www.instagram.com/stories/saniadearing/3805060359552874730,ig_story,,,,,,,,,,
Andie,Psilopoulos,6494c8d2e689be73b73cbfe3,64de48b2f2934e6039be9be6,Triathlon,IG Story,https://production-nilclub-infra-sto-uploadsbucketc4b27cc7-gju0hr4jkzsi.s3.us-east-1.amazonaws.com/brands/68f27f88dec9a4d884d3cc4c/brand-deals/694830dca630d563ba4c77c1/1767904115272-zjot1dz1h5j.jpg,,,https://www.instagram.com/stories/andie.psilopoulos/3805775399734118450,ig_story,,,,,,,,,,
Jayden,Anderson,6494c8cae689be73b73cbf99,64de48f7f2934e6039bebd46,Men's Wrestling,IG Story,https://production-nilclub-infra-sto-uploadsbucketc4b27cc7-gju0hr4jkzsi.s3.us-east-1.amazonaws.com/brands/68f27f88dec9a4d884d3cc4c/brand-deals/694830dca630d563ba4c77c1/1767836999649-oglubvs993h.jpg,,,https://www.instagram.com/stories/j4y.d3n32/3805212452707940128,ig_story,,,,,,,,,,
Adel,Hoglund,6494c92de689be73b73cc326,6579f30beb0110f44e8bdf4e,Flag Football,IG Story,https://production-nilclub-infra-sto-uploadsbucketc4b27cc7-gju0hr4jkzsi.s3.us-east-1.amazonaws.com/brands/68f27f88dec9a4d884d3cc4c/brand-deals/694830dca630d563ba4c77c1/1767790938269-hq61xhboarn.jpg,,,https://www.instagram.com/stories/adelhoglund/3804825996860964311,ig_story,,,,,,,,,,
Lance,Christensen Jr,6494c90de689be73b73cc208,64de4a44f2934e6039bf4fa5,Men's Golf,Complete Partnership,,https://production-nilclub-infra-sto-uploadsbucketc4b27cc7-gju0hr4jkzsi.s3.us-east-1.amazonaws.com/brands/68f27f88dec9a4d884d3cc4c/brand-deals/6940ab2db1b5bacae82de3d8/1766012759845-3ubiyuti4du.mp4,https://production-nilclub-infra-sto-uploadsbucketc4b27cc7-gju0hr4jkzsi.s3.us-east-1.amazonaws.com/brands/68f27f88dec9a4d884d3cc4c/brand-deals/6940ab2db1b5bacae82de3d8/1766012759846-yju7cm372p.jpg,https://www.instagram.com/reel/DSYaaN2Dqyp/,ig_reel,,https://production-nilclub-infra-sto-uploadsbucketc4b27cc7-gju0hr4jkzsi.s3.us-east-1.amazonaws.com/brands/68f27f88dec9a4d884d3cc4c/brand-deals/6940ab2db1b5bacae82de3d8/1766012759714-pmwwp6cu9wa.mp4,https://production-nilclub-infra-sto-uploadsbucketc4b27cc7-gju0hr4jkzsi.s3.us-east-1.amazonaws.com/brands/68f27f88dec9a4d884d3cc4c/brand-deals/6940ab2db1b5bacae82de3d8/1766012759715-74m9i4mhf0l.jpg,https://www.instagram.com/stories/lance_605/3789907302095398109,ig_story,,,,,
Mia,Tribul,6494c8ede689be73b73cc0e2,64de4999f2934e6039bf0252,Softball,Complete Partnership,,https://production-nilclub-infra-sto-uploadsbucketc4b27cc7-gju0hr4jkzsi.s3.us-east-1.amazonaws.com/brands/68f27f88dec9a4d884d3cc4c/brand-deals/6940ab2db1b5bacae82de3d8/1766109049963-un6q2b38caj.mp4,https://production-nilclub-infra-sto-uploadsbucketc4b27cc7-gju0hr4jkzsi.s3.us-east-1.amazonaws.com/brands/68f27f88dec9a4d884d3cc4c/brand-deals/6940ab2db1b5bacae82de3d8/1766109049964-58tjvcg514h.jpg,https://www.instagram.com/stories/miatribul/3790715564852081441,ig_story,,,,,,,,,,
Julian,Stevens,6494c94ee689be73b73cc459,64a6eee23aed1d9599a01e83,Baseball,IG Story,https://production-nilclub-infra-sto-uploadsbucketc4b27cc7-gju0hr4jkzsi.s3.us-east-1.amazonaws.com/brands/68f27f88dec9a4d884d3cc4c/brand-deals/694830dca630d563ba4c77c1/1767679672973-gs4iw60ekdb.jpg,,,https://www.instagram.com/stories/julianstevensjr/3803714011926498183,ig_story,,,,,,,,,,
Benjamin,Molnau,6494c8b4e689be73b73cbecd,64de4898f2934e6039be8ec0,Football,IG Story,https://production-nilclub-infra-sto-uploadsbucketc4b27cc7-gju0hr4jkzsi.s3.us-east-1.amazonaws.com/brands/68f27f88dec9a4d884d3cc4c/brand-deals/694830dca630d563ba4c77c1/1767631970305-yqblextl26p.jpg,,,https://www.instagram.com/stories/bmolnau_25/3803492268444066197,ig_story,,,,,,,,,,
Kantrel,Smith,6494c958e689be73b73cc4af,648a0f1d57a4140b76943847,Football,IG Story,https://production-nilclub-infra-sto-uploadsbucketc4b27cc7-gju0hr4jkzsi.s3.us-east-1.amazonaws.com/brands/68f27f88dec9a4d884d3cc4c/brand-deals/694830dca630d563ba4c77c1/1767732829601-9yxy6aksb9b.jpg,,,https://www.instagram.com/stories/trenchmadetre/3804338590223244882,ig_story,,,,,,,,,,
Jared,Moore,6494c8aee689be73b73cbe95,64b075c26668b3f9732e51d2,Men's Track and Field,IG Story,https://production-nilclub-infra-sto-uploadsbucketc4b27cc7-gju0hr4jkzsi.s3.us-east-1.amazonaws.com/brands/68f27f88dec9a4d884d3cc4c/brand-deals/694830dca630d563ba4c77c1/1767730285473-dpfb2xsnkt.jpg,,,https://www.instagram.com/stories/jared_throws/3804317271146332284,ig_story,,,,,,,,,,
Jason,Barket,6494c909e689be73b73cc1e3,6485bc2fcb4861abc0a3608d,Football,IG Story,https://production-nilclub-infra-sto-uploadsbucketc4b27cc7-gju0hr4jkzsi.s3.us-east-1.amazonaws.com/brands/68f27f88dec9a4d884d3cc4c/brand-deals/694830dca630d563ba4c77c1/1767826317915-0j8ukba8gdn6.jpg,,,https://www.instagram.com/stories/weaselbarket/3805122855798117014,ig_story,,,,,,,,,,
Jeremy,Giesegh,6494c8bce689be73b73cbf1b,645e602ebd557efb2ad23b8d,Baseball,IG Story,https://production-nilclub-infra-sto-uploadsbucketc4b27cc7-gju0hr4jkzsi.s3.us-east-1.amazonaws.com/brands/68f27f88dec9a4d884d3cc4c/brand-deals/694830dca630d563ba4c77c1/1767828774989-6s1h8czx6jb.jpg,,,https://www.instagram.com/stories/jeremy.giesegh.14/3805143441349963092,ig_story,,,,,,,,,,
MiaLani,Ocampo,6494c950e689be73b73cc46a,64b71c8b7314f195958ea307,Softball,Complete Partnership,,,,,,,,,,,,,,,
Kobe,Barker,6494c8c4e689be73b73cbf66,64de48f7f2934e6039bebaef,Men's Basketball,IG Story,,https://production-nilclub-infra-sto-uploadsbucketc4b27cc7-gju0hr4jkzsi.s3.us-east-1.amazonaws.com/brands/68f27f88dec9a4d884d3cc4c/brand-deals/694830dca630d563ba4c77c1/1767641763956-kfrxvb2s70f.mp4,https://production-nilclub-infra-sto-uploadsbucketc4b27cc7-gju0hr4jkzsi.s3.us-east-1.amazonaws.com/brands/68f27f88dec9a4d884d3cc4c/brand-deals/694830dca630d563ba4c77c1/1767641763958-qxrme5bmhi.jpg,https://www.instagram.com/stories/kob3barker/3803574521261797932,ig_story,,,,,,,,,,
Jacob,McGhee,6494c8f8e689be73b73cc148,645ae12b569e9b2422178ddc,Football,IG Story,https://production-nilclub-infra-sto-uploadsbucketc4b27cc7-gju0hr4jkzsi.s3.us-east-1.amazonaws.com/brands/68f27f88dec9a4d884d3cc4c/brand-deals/694830dca630d563ba4c77c1/1767677113137-e2o2hsj188.jpg,,,https://www.instagram.com/stories/iamboatjacob/3803845427515375889,ig_story,https://production-nilclub-infra-sto-uploadsbucketc4b27cc7-gju0hr4jkzsi.s3.us-east-1.amazonaws.com/brands/68f27f88dec9a4d884d3cc4c/brand-deals/694830dca630d563ba4c77c1/1767720029099-5ek81a1m1uk.jpg,,,https://www.instagram.com/stories/iamboatjacob/3804230818210925439,ig_story,,,,,
Addae Maat,Maat,6494c947e689be73b73cc417,64de4b2df2934e6039bfb312,Men's Track and Field,Complete Partnership,,https://production-nilclub-infra-sto-uploadsbucketc4b27cc7-gju0hr4jkzsi.s3.us-east-1.amazonaws.com/brands/68f27f88dec9a4d884d3cc4c/brand-deals/6940ab2db1b5bacae82de3d8/1766189855174-5xnkm0gm6cs.mp4,https://production-nilclub-infra-sto-uploadsbucketc4b27cc7-gju0hr4jkzsi.s3.us-east-1.amazonaws.com/brands/68f27f88dec9a4d884d3cc4c/brand-deals/6940ab2db1b5bacae82de3d8/1766189855175-qggxyyv9ypf.jpg,https://www.instagram.com/stories/addaemaat.tf/3791256779108751052,ig_story,,https://production-nilclub-infra-sto-uploadsbucketc4b27cc7-gju0hr4jkzsi.s3.us-east-1.amazonaws.com/brands/68f27f88dec9a4d884d3cc4c/brand-deals/6940ab2db1b5bacae82de3d8/1766190576426-zguiwbnuflj.mp4,https://production-nilclub-infra-sto-uploadsbucketc4b27cc7-gju0hr4jkzsi.s3.us-east-1.amazonaws.com/brands/68f27f88dec9a4d884d3cc4c/brand-deals/6940ab2db1b5bacae82de3d8/1766190576426-pa1h7v8ym0n.jpg,https://www.instagram.com/stories/addaemaat.tf/3791256779108751052,ig_story,,,,,
Gracie,Rellin,6494c8c0e689be73b73cbf40,64de4946f2934e6039bedfb3,Women's Soccer,IG Story,https://production-nilclub-infra-sto-uploadsbucketc4b27cc7-gju0hr4jkzsi.s3.us-east-1.amazonaws.com/brands/68f27f88dec9a4d884d3cc4c/brand-deals/694830dca630d563ba4c77c1/1767640998788-qkh9vanp03s.jpg,,,https://www.instagram.com/stories/gracie_rellin05/3803568295782204431,ig_story,,,,,,,,,,
Addi,Sebren,6494c91ee689be73b73cc29e,64de4accf2934e6039bf85b0,Women's Soccer,Complete Partnership,,,,,,,,,,,,,,,
Tanner,Sheffert,6494c8bbe689be73b73cbf11,64de48d4f2934e6039beaa0c,Men's Swimming & Diving,IG Story,https://production-nilclub-infra-sto-uploadsbucketc4b27cc7-gju0hr4jkzsi.s3.us-east-1.amazonaws.com/brands/68f27f88dec9a4d884d3cc4c/brand-deals/694830dca630d563ba4c77c1/1767826905993-du5wjud3c39.jpg,,,https://www.instagram.com/stories/tan_sheff/3805127762194397262,ig_story,,,,,,,,,,
Kate,Hawley,6494c94de689be73b73cc44b,64de4b5ef2934e6039bfc38a,Women's Soccer,IG Story,https://production-nilclub-infra-sto-uploadsbucketc4b27cc7-gju0hr4jkzsi.s3.us-east-1.amazonaws.com/brands/68f27f88dec9a4d884d3cc4c/brand-deals/694830dca630d563ba4c77c1/1767897513201-qkka3mrbx8f.jpg,,,https://www.instagram.com/stories/kate_hawley4/3805719961746347493,ig_story,,,,,,,,,,
Matty,Ryan,6494c969e689be73b73cc548,64de4b93f2934e6039bfdb5e,Men's Basketball,IG Story,https://production-nilclub-infra-sto-uploadsbucketc4b27cc7-gju0hr4jkzsi.s3.us-east-1.amazonaws.com/brands/68f27f88dec9a4d884d3cc4c/brand-deals/694830dca630d563ba4c77c1/1767822130704-s1nv5xs6r9.jpg,,,https://www.instagram.com/stories/yeah_meez/3805072666865591848,ig_story,https://production-nilclub-infra-sto-uploadsbucketc4b27cc7-gju0hr4jkzsi.s3.us-east-1.amazonaws.com/brands/68f27f88dec9a4d884d3cc4c/brand-deals/694830dca630d563ba4c77c1/1767916577697-neytva5s1ch.jpg,,,https://www.instagram.com/stories/yeah_meez/3805880919849305373,ig_story,https://production-nilclub-infra-sto-uploadsbucketc4b27cc7-gju0hr4jkzsi.s3.us-east-1.amazonaws.com/brands/68f27f88dec9a4d884d3cc4c/brand-deals/694830dca630d563ba4c77c1/1767916581019-3ujwi58vhi9.jpg,,,https://www.instagram.com/stories/yeah_meez/3805880809153290136,ig_story
Braylon,Hilliard,6494c8e0e689be73b73cc065,648a255564936acbd32f373c,Football,IG Story,https://production-nilclub-infra-sto-uploadsbucketc4b27cc7-gju0hr4jkzsi.s3.us-east-1.amazonaws.com/brands/68f27f88dec9a4d884d3cc4c/brand-deals/694830dca630d563ba4c77c1/1767654747119-5hxmt5qg6z6.jpg,,,https://www.instagram.com/stories/bray5spam/3803683305401782459,ig_story,,,,,,,,,,
Peyton,Greenwood,6494c8e1e689be73b73cc06d,64de49def2934e6039bf2308,Women's Basketball,IG Story,https://production-nilclub-infra-sto-uploadsbucketc4b27cc7-gju0hr4jkzsi.s3.us-east-1.amazonaws.com/brands/68f27f88dec9a4d884d3cc4c/brand-deals/694830dca630d563ba4c77c1/1767829170396-2dr7xxjdjg.jpg,,,https://www.instagram.com/stories/1tsjustpg/3805146578160836234,ig_story,,,,,,,,,,
Isaiah,Harrison,6494c93ee689be73b73cc3c6,648b21b83f7639a8ee6fcd85,Football,IG Story,https://production-nilclub-infra-sto-uploadsbucketc4b27cc7-gju0hr4jkzsi.s3.us-east-1.amazonaws.com/brands/68f27f88dec9a4d884d3cc4c/brand-deals/694830dca630d563ba4c77c1/1767735224189-jpdeixn7am.jpg,,,https://www.instagram.com/stories/05zayraw/3804358688262698315,ig_story,,,,,,,,,,
Shadrach,Nvodjo,6494c969e689be73b73cc54c,64de4b52f2934e6039bfc292,Men's Track and Field,IG Story,,https://production-nilclub-infra-sto-uploadsbucketc4b27cc7-gju0hr4jkzsi.s3.us-east-1.amazonaws.com/brands/68f27f88dec9a4d884d3cc4c/brand-deals/694830dca630d563ba4c77c1/1767821747679-tjzk8jh1xi8.mp4,https://production-nilclub-infra-sto-uploadsbucketc4b27cc7-gju0hr4jkzsi.s3.us-east-1.amazonaws.com/brands/68f27f88dec9a4d884d3cc4c/brand-deals/694830dca630d563ba4c77c1/1767821747680-j7b8ylkjfc.jpg,https://www.instagram.com/stories/ahoua._/3805084474544346184,ig_story,,,,,,,,,,
Murphy,Brooks,6494c94be689be73b73cc43e,64b811f8acb9c2c16e3d0d20,Baseball,Complete Partnership,,https://production-nilclub-infra-sto-uploadsbucketc4b27cc7-gju0hr4jkzsi.s3.us-east-1.amazonaws.com/brands/68f27f88dec9a4d884d3cc4c/brand-deals/6940ab2db1b5bacae82de3d8/1767748418795-baqdata6w6m.mp4,https://production-nilclub-infra-sto-uploadsbucketc4b27cc7-gju0hr4jkzsi.s3.us-east-1.amazonaws.com/brands/68f27f88dec9a4d884d3cc4c/brand-deals/6940ab2db1b5bacae82de3d8/1767748418795-w1y1y6yr6yd.jpg,https://www.instagram.com/reel/DTGOx1ggCsH/,ig_reel,,,,,,,,,,
Clayton,Renfrew,6494c8ece689be73b73cc0d5,6440188857aa146831de2148,Baseball,IG Story,https://production-nilclub-infra-sto-uploadsbucketc4b27cc7-gju0hr4jkzsi.s3.us-east-1.amazonaws.com/brands/68f27f88dec9a4d884d3cc4c/brand-deals/694830dca630d563ba4c77c1/1767737634057-oiz32l3q479.jpg,,,https://www.instagram.com/stories/claytonrenfrew/3804380936201506898,ig_story,,,,,,,,,,
Malachi,Grier,6494c8fae689be73b73cc155,64c177a715858f3d695e70b6,Football,IG Story,https://production-nilclub-infra-sto-uploadsbucketc4b27cc7-gju0hr4jkzsi.s3.us-east-1.amazonaws.com/brands/68f27f88dec9a4d884d3cc4c/brand-deals/694830dca630d563ba4c77c1/1767733026373-japvt6pwd69.jpg,,,https://www.instagram.com/stories/ssgkai/3804340400124278449,ig_story,,,,,,,,,,
Alizee,Garcia Parsons,6494c94ae689be73b73cc431,64de4abbf2934e6039bf7ff0,Women's Cross Country,IG Story,https://production-nilclub-infra-sto-uploadsbucketc4b27cc7-gju0hr4jkzsi.s3.us-east-1.amazonaws.com/brands/68f27f88dec9a4d884d3cc4c/brand-deals/694830dca630d563ba4c77c1/1767652323818-7n86gqm4fgc.jpg,,,https://www.instagram.com/stories/alizee.garciaparsons/3803641142261737262,ig_story,,,,,,,,,,
Josiah,Morris,64dbac034c76cde499ceff93,64de4c9ef2934e6039c042ab,Men's Basketball,IG Story,https://production-nilclub-infra-sto-uploadsbucketc4b27cc7-gju0hr4jkzsi.s3.us-east-1.amazonaws.com/brands/68f27f88dec9a4d884d3cc4c/brand-deals/694830dca630d563ba4c77c1/1767839007663-nr8q3qe54hr.jpg,,,https://www.instagram.com/stories/1of1.jo/3805229288200080478,ig_story,,,,,,,,,,
Shauna,Gamble,6494c923e689be73b73cc2d2,64c16d70bbcac5087d090159,Women's Soccer,IG Story,https://production-nilclub-infra-sto-uploadsbucketc4b27cc7-gju0hr4jkzsi.s3.us-east-1.amazonaws.com/brands/68f27f88dec9a4d884d3cc4c/brand-deals/694830dca630d563ba4c77c1/1767736534344-yiwamsed2o.jpg,,,https://www.instagram.com/stories/shauna.gamble8/3804369661241468601,ig_story,,,,,,,,,,
Evan,Atkin,6494c948e689be73b73cc423,64de4aacf2934e6039bf77d6,Men's Track and Field,IG Story,https://production-nilclub-infra-sto-uploadsbucketc4b27cc7-gju0hr4jkzsi.s3.us-east-1.amazonaws.com/brands/68f27f88dec9a4d884d3cc4c/brand-deals/694830dca630d563ba4c77c1/1767819455835-fmbo9wtaps6.jpg,,,https://www.instagram.com/stories/the_evanatkin/3805065295837629179,ig_story,,,,,,,,,,
Lylian,Iman,6494c94be689be73b73cc438,64de4b39f2934e6039bfb4c9,Women's Lacrosse,IG Story,https://production-nilclub-infra-sto-uploadsbucketc4b27cc7-gju0hr4jkzsi.s3.us-east-1.amazonaws.com/brands/68f27f88dec9a4d884d3cc4c/brand-deals/694830dca630d563ba4c77c1/1767658431504-dvhvs32gxdg.jpg,,,https://www.instagram.com/stories/lily.m.i/3803714510386194007,ig_story,,,,,,,,,,
Mitchel,Szymczak,6494c945e689be73b73cc403,64dd1a3ad25080f95805a4bb,Baseball,IG Story,https://production-nilclub-infra-sto-uploadsbucketc4b27cc7-gju0hr4jkzsi.s3.us-east-1.amazonaws.com/brands/68f27f88dec9a4d884d3cc4c/brand-deals/694830dca630d563ba4c77c1/1767895755326-eevfugq611w.jpg,,,https://www.instagram.com/stories/szymczak.26/3805705311932760627,ig_story,,,,,,,,,,
Majesty,Lewis,6494c8c9e689be73b73cbf96,64de4918f2934e6039bec9b4,Cheerleading,IG Story,https://production-nilclub-infra-sto-uploadsbucketc4b27cc7-gju0hr4jkzsi.s3.us-east-1.amazonaws.com/brands/68f27f88dec9a4d884d3cc4c/brand-deals/694830dca630d563ba4c77c1/1767743754757-h3vre4sbu6.jpg,,,https://www.instagram.com/stories/life.wmajesty/3804430164520977948,ig_story,https://production-nilclub-infra-sto-uploadsbucketc4b27cc7-gju0hr4jkzsi.s3.us-east-1.amazonaws.com/brands/68f27f88dec9a4d884d3cc4c/brand-deals/694830dca630d563ba4c77c1/1767805198760-hoekxoni5wc.jpg,,,https://www.instagram.com/stories/life.wmajesty/3804946896583038848,ig_story,https://production-nilclub-infra-sto-uploadsbucketc4b27cc7-gju0hr4jkzsi.s3.us-east-1.amazonaws.com/brands/68f27f88dec9a4d884d3cc4c/brand-deals/694830dca630d563ba4c77c1/1767807516703-8vkq3tec06.jpg,,,https://www.instagram.com/stories/life.wmajesty/3804966813529187742,ig_story
Jalen,Mccray,6494c8c1e689be73b73cbf4c,64de4946f2934e6039bee077,Men's Ice Hockey,IG Story,https://production-nilclub-infra-sto-uploadsbucketc4b27cc7-gju0hr4jkzsi.s3.us-east-1.amazonaws.com/brands/68f27f88dec9a4d884d3cc4c/brand-deals/694830dca630d563ba4c77c1/1767725104207-r5w2puq63g.jpg,,,https://www.instagram.com/stories/jalenmccray/3804273749680821194,ig_story,,,,,,,,,,
Anton Gabriel,Alarcon,6494c8c4e689be73b73cbf66,64de48f7f2934e6039bebb10,Men's Volleyball,IG Story,https://production-nilclub-infra-sto-uploadsbucketc4b27cc7-gju0hr4jkzsi.s3.us-east-1.amazonaws.com/brands/68f27f88dec9a4d884d3cc4c/brand-deals/694830dca630d563ba4c77c1/1767764398294-jwbbji5dvfd.jpg,,,https://www.instagram.com/stories/_antonalarcon/3804603488975194677,ig_story,,,,,,,,,,
